id,source,domain,question_type,question,options,answer,reasoning_required,notes,Qwen Flash,Qwen Plus,Qwen3 max,Gemini 2.5 Flash Lite,Gemini 3 Flash,Gemini 3 Pro,Claude Sonnet 4.5,Claude Haiku 4.5,Claude Opus 4.5
090,GAOKAO-Bench,chinese,fill_blank,严谨表达中应避免使用“等等”“大概”等________词。,{},模糊,high,表达规范,"answer: right
token: 50, 49, 1
time: 0.2s","answer: right
token: 50, 49, 1
time: 0.4s","answer: right
token: 50, 49, 1
time: 0.9s","answer: right
token: 47, 46, 1
time: 0.7s","answer: right
token: 351, 46, 1
time: 2.4s",,"answer: right
token: 66, 59, 7
time: 2.3s","answer: right
token: 66, 59, 7
time: 0.7s","answer: right
token: 66, 59, 7
time: 3.7s"
091,Logic-Bench,logic,fill_blank,若系统稳定当且仅当报警器不响，则报警器响推出系统________。,{},不稳定,high,逆否命题,"answer: right
token: 52, 51, 1
time: 0.2s","answer: right
token: 52, 51, 1
time: 0.5s","answer: right
token: 52, 51, 1
time: 0.6s","answer: right
token: 50, 49, 1
time: 0.8s","answer: right
token: 258, 49, 1
time: 2.8s",,"answer: right
token: 73, 65, 8
time: 2.5s","answer: right
token: 73, 65, 8
time: 1.1s","answer: right
token: 73, 65, 8
time: 2.7s"
092,Logic-Bench,logic,fill_blank,若 A 是 B 的必要条件，则没有 A 一定没有________。,{},B,high,必要条件,"answer: right
token: 48, 47, 1
time: 0.3s","answer: right
token: 48, 47, 1
time: 0.7s","answer: right
token: 48, 47, 1
time: 1.0s","answer: right
token: 46, 45, 1
time: 0.7s","answer: right
token: 173, 45, 1
time: 1.9s",,"answer: right
token: 67, 63, 4
time: 2.6s","answer: right
token: 67, 63, 4
time: 0.7s","answer: right
token: 67, 63, 4
time: 2.6s"
093,Logic-Bench,logic,fill_blank,充分条件的特点是有它结论________。,{},一定成立,high,条件区分,"answer: right
token: 44, 42, 2
time: 0.2s","answer: wrong (必然成立)
token: 44, 42, 2
time: 0.7s","answer: right
token: 44, 42, 2
time: 1.0s","answer: wrong (必出)
token: 40, 38, 2
time: 0.4s","answer: wrong (必然成立)
token: 436, 38, 2
time: 5.0s",,"answer: wrong (必然成立(或:一定成立))
token: 67, 51, 16
time: 2.8s","answer: wrong (必然成立)
token: 59, 51, 8
time: 0.8s","answer: right
token: 59, 51, 8
time: 2.4s"
094,Logic-Bench,logic,fill_blank,逻辑推理中，当前提为假时，结论真假通常________。,{},无法确定,high,真值表,"answer: right
token: 50, 48, 2
time: 0.3s","answer: right
token: 50, 48, 2
time: 0.6s","answer: right
token: 50, 48, 2
time: 0.7s","answer: wrong (不确定)
token: 48, 46, 2
time: 0.8s","answer: wrong (不确定)
token: 547, 46, 2
time: 4.8s",,"answer: wrong (不确定)
token: 67, 60, 7
time: 2.2s","answer: wrong (不确定（或：无法确定）)
token: 75, 60, 15
time: 1.1s","answer: wrong (不确定)
token: 67, 60, 7
time: 2.5s"
095,Logic-Bench,logic,fill_blank,形式系统中，公理的特点是不需要________。,{},证明,high,逻辑系统,"answer: right
token: 46, 45, 1
time: 0.2s","answer: right
token: 46, 45, 1
time: 0.5s","answer: right
token: 46, 45, 1
time: 0.7s","answer: right
token: 42, 41, 1
time: 0.6s","answer: right
token: 211, 41, 1
time: 1.7s",,"answer: right
token: 60, 54, 6
time: 2.4s","answer: right
token: 60, 54, 6
time: 0.9s","answer: right
token: 60, 54, 6
time: 2.5s"
096,Logic-Bench,logic,fill_blank,若一个推理结论比前提信息更多，则该推理属于________。,{},归纳,high,信息增减,"answer: wrong (有效推理)
token: 48, 46, 2
time: 0.2s","answer: wrong (归纳推理)
token: 48, 46, 2
time: 0.7s","answer: wrong (扩充推理)
token: 48, 46, 2
time: 0.8s","answer: wrong (归纳推理)
token: 47, 44, 3
time: 0.8s","answer: wrong (扩充性推理)
token: 699, 44, 4
time: 5.4s",,"answer: wrong (扩展推理)
token: 69, 60, 9
time: 2.7s","answer: wrong (演绎推理)
token: 69, 60, 9
time: 1.2s","answer: wrong (归纳推理)
token: 69, 60, 9
time: 2.5s"
097,Logic-Bench,logic,fill_blank,“大多数”在严格逻辑中通常被视为________表述。,{},不精确,high,自然语言限制,"answer: wrong (模糊)
token: 45, 44, 1
time: 0.2s","answer: wrong (存在性)
token: 46, 44, 2
time: 0.5s","answer: wrong (模糊)
token: 45, 44, 1
time: 0.6s","answer: wrong (模棱)
token: 45, 43, 2
time: 1.0s","answer: wrong (特称)
token: 1333, 43, 2
time: 8.9s",,"answer: wrong (模糊)
token: 65, 58, 7
time: 2.4s","answer: wrong (模糊)
token: 65, 58, 7
time: 1.0s","answer: wrong (模糊)
token: 65, 58, 7
time: 5.6s"
098,Logic-Bench,logic,fill_blank,逻辑分析中最常见的错误之一是混淆必要与________条件。,{},充分,high,经典错误,"answer: right
token: 47, 46, 1
time: 0.3s","answer: right
token: 47, 46, 1
time: 0.4s","answer: right
token: 47, 46, 1
time: 2.7s","answer: right
token: 45, 44, 1
time: 0.6s","answer: right
token: 166, 44, 1
time: 1.9s",,"answer: right
token: 69, 63, 6
time: 2.4s","answer: right
token: 69, 63, 6
time: 0.8s","answer: right
token: 69, 63, 6
time: 2.4s"
099,Logic-Bench,logic,fill_blank,当论证中结论被当前提之一隐含时，属于________循环。,{},论证,high,循环论证,"answer: wrong (肯定前件)
token: 51, 48, 3
time: 0.3s","answer: wrong (乞题循环)
token: 51, 48, 3
time: 0.6s","answer: wrong (前提)
token: 49, 48, 1
time: 3.0s","answer: wrong (套套)
token: 47, 45, 2
time: 0.6s","answer: wrong (逻辑)
token: 1022, 45, 1
time: 6.7s",,"answer: wrong (隐性


或


隐蔽性)
token: 76, 60, 16
time: 2.9s","answer: wrong (乞题)
token: 67, 60, 7
time: 1.0s","answer: right
token: 66, 60, 6
time: 2.4s"
100,Logic-Bench,logic,fill_blank,形式逻辑无法解决的问题通常源于________层面的不确定性。,{},语义或事实,high,逻辑边界,"answer: wrong (语义)
token: 48, 46, 2
time: 0.2s","answer: wrong (语义层面)
token: 49, 46, 3
time: 0.7s","answer: wrong (语义)
token: 48, 46, 2
time: 2.9s","answer: wrong (语义)
token: 46, 45, 1
time: 1.1s","answer: wrong (语义)
token: 376, 45, 1
time: 3.0s",,"answer: wrong (语义)
token: 69, 63, 6
time: 2.1s","answer: wrong (语义)
token: 69, 63, 6
time: 0.8s","answer: wrong (知识)
token: 69, 63, 6
time: 1.8s"
